"URL","Filetype","Title","Top keyword","Traffic","Traffic value","Keywords","Top keyword: Volume"
"https://fileinfo.com/extension/ifc","ifc","IFC File - What is an .ifc file and how do I open it?","ifc filing","1234","1808.31","107","400"
"https://fileinfo.com/extension/xls","xls","XLS File - What is an .xls file and how do I open it? - FileInfo.com",".xls","1221","129.93","189","900"
"https://fileinfo.com/extension/chm","chm","CHM File - What is a .chm file and how do I open it?",".chm file","1211","758.13","107","450"
"https://fileinfo.com/extension/epub","epub","EPUB File Extension - FileInfo.com","epub file","1201","320.99","245","2400"
"https://fileinfo.com/extension/msi","msi","MSI File - Windows Installer Package","msi filetype","1166","771","155","500"
"https://fileinfo.com/extension/gpx","gpx","GPX File - What is a .gpx file and how do I open it?","gpx file","1161","319.22","265","2000"
"https://fileinfo.com/extension/tsx","tsx","TSX File Extension",".tsx file","1145","342.87","47","1100"
"https://fileinfo.com/extension/asc","asc","ASC File Extension",".asc","1134","369.24","81","150"
"https://fileinfo.com/extension/jpeg","jpeg","JPEG File Extension - FileInfo.com","jpeg","1111","151.36","270","3800"
"https://fileinfo.com/extension/rtf","rtf","RTF File - What is an .rtf file and how do I open it?","rtf file","1110","144.77","264","3300"
"https://fileinfo.com/extension/dbf","dbf","DBF File - What is a .dbf file and how do I open it? - FileInfo.com","dbf","1110","113.43","68","1900"
"https://fileinfo.com/extension/sh","sh","SH File - What is an .sh file and how do I open it? - FileInfo.com",".sh file means","1105","60.61","329","600"
"https://fileinfo.com/extension/thm","thm","THM File Extension",".thm file","1083","66.32","81","800"
"https://fileinfo.com/extension/key","key","KEY File - What is a .key file and how do I open it?",".key","1067","91.01","139","150"
"https://fileinfo.com/extension/clip","clip","CLIP File Extension - FileInfo.com",".clip file","1064","37.59","69","500"
"https://fileinfo.com/extension/ris","ris","RIS File - What is a .ris file and how do I open it?",".ris files","1058","106.69","76","500"
"https://fileinfo.com/extension/ps","ps","What is a .ps file and how do I open it?","opening.ps files","1048","200.85","234","400"
"https://fileinfo.com/extension/tsv","tsv","TSV File - What is a .tsv file and how do I open it?","tsv","1025","535.74","97","8400"
"https://fileinfo.com/extension/htm","htm","HTM File Extension - FileInfo.com","htm","1023","78.76","84","3800"
"https://fileinfo.com/extension/fbx","fbx","FBX File Extension","fbx","1015","369.76","116","2000"
"https://fileinfo.com/extension/iam","iam","IAM File - Inventor Assembly","iam file","1004","89.75","21","3800"
"https://fileinfo.com/extension/xmzx","xmzx","XMZX File Extension","xmzx","997","34.99","7","1100"
"https://fileinfo.com/extension/dds","dds","DDS File - What is a .dds file and how do I open it? - FileInfo.com","open dds files","990","195.11","146","200"
"https://fileinfo.com/extension/ini","ini","INI File Extension",".ini file","985","17.4","136","1600"
"https://fileinfo.com/extension/ttf","ttf","TTF File - What is a .ttf file and how do I open it?","ttf file","957","12.07","87","800"
"https://fileinfo.com/extension/indd","indd","INDD File Extension - Adobe InDesign Document","indd file","952","3293.3","109","1300"
"https://fileinfo.com/extension/html","html","HTML File - What is an .html file and how do I open it?","html file","950","137","230","1700"
"https://fileinfo.com/extension/cpp","cpp","CPP File - What is a .cpp file and how do I open it?","cpp","943","46.44","143","26000"
"https://fileinfo.com/extension/flv","flv","FLV File - What is an .flv file and how do I open it?","flv","937","255.11","325","8000"
"https://fileinfo.com/extension/mkv","mkv","MKV File Extension","mkv","936","188.72","363","9600"
"https://fileinfo.com/extension/bif","bif","BIF File - What is a .bif file and how do I open it? - FileInfo.com","bif video format","919","95.16","11","1500"
"https://fileinfo.com/extension/h","h","H File - What is an .h file and how do I open it?",".h file","911","37.67","107","800"
"https://fileinfo.com/extension/vob","vob","VOB File - What is a .vob file and how do I open it?","vob","898","539.05","299","1700"
"https://fileinfo.com/extension/iso","iso","ISO File - What is an .iso file and how do I open it?","iso file","876","270.64","598","7600"
"https://fileinfo.com/extension/mhtml","mhtml","MHTML File - What is an .mhtml file and how do I open it?","how to open mhtml file","876","23.89","35","1300"
"https://fileinfo.com/extension/pages","pages","PAGES File - What is a .pages file and how do I open it?","file pages","874","92.44","508","1900"
"https://fileinfo.com/extension/q1q","q1q","Q1Q File Extension - LunarCell Photoshop Plug-in","q1q","865","33.5","8","1600"
"https://fileinfo.com/extension/stk","stk","STK File - What is an .stk file and how do I open it? - FileInfo.com","how to open stk file","864","17.39","14","800"
"https://fileinfo.com/extension/psd","psd","PSD File Extension - Adobe Photoshop Document","psd file","858","323.59","316","12000"
"https://fileinfo.com/extension/mpg","mpg","What is an .mpg file and how do I open it? - FileInfo.com",".mpg file","856","209.97","186","500"
"https://fileinfo.com/extension/wps","wps","What is a .wps file and how do I open it? - FileInfo.com","how to open.wps file","852","284.34","306","400"
"https://fileinfo.com/extension/amr","amr","AMR File - What is an .amr file and how do I open it?","amr file","850","106.42","104","1100"
"https://fileinfo.com/extension/igs","igs","IGS File - What is an .igs file and how do I open it?",".igs file","847","629.47","94","600"
"https://fileinfo.com/extension/scr","scr","How to open an SCR file",".scr files","837","60.68","93","350"
"https://fileinfo.com/extension/bmp","bmp","BMP File Extension",".bmp file","832","119.42","218","1900"
"https://fileinfo.com/extension/mht","mht","MHT File Extension","mht extensions","831","6.22","86","250"
"https://fileinfo.com/extension/png","png","PNG File - What is a .png file and how do I open it?","png file","830","122.9","498","3800"
"https://fileinfo.com/extension/sldprt","sldprt","What is an .sldprt file and how do I open it?","sldprt","829","1376.32","64","700"
"https://fileinfo.com/extension/file","file","FILE File Extension","file file","827","97.87","112","1500"
"https://fileinfo.com/extension/mp4","mp4","MP4 File Extension","mp4","817","120.28","450","49000"
"https://fileinfo.com/extension/enc","enc","ENC File - What is an .enc file and how do I open it?",".enc file","815","1001.98","64","350"
"https://fileinfo.com/extension/prt","prt","PRT File - What is a .prt file and how do I open it?",".prt","815","986.06","78","350"
"https://fileinfo.com/extension/har","har","HAR File - What is a .har file and how do I open it? - FileInfo.com","how to open har file","808","17.33","120","350"
"https://fileinfo.com/extension/svg","svg","SVG File - What is an .svg file and how do I open it?","svg file","803","191.54","335","16000"
"https://fileinfo.com/extension/wmz","wmz","How to open a WMZ file","wmz file","801","96.34","35","500"
"https://fileinfo.com/extension/webm","webm","WEBM File Extension","webm file","797","191.43","192","1600"
"https://fileinfo.com/extension/xmp","xmp","XMP File Extension - FileInfo.com","what is .xmp","796","10.43","83","200"
"https://fileinfo.com/extension/php","php","PHP File - What is a .php file and how do I open it? - FileInfo.com","how to open php file","780","94.94","274","350"
"https://fileinfo.com/extension/wbfs","wbfs","What is a .wbfs file and how do I open it?","wbfs file","772","7.15","154","450"
"https://fileinfo.com/extension/mts","mts","MTS File Extension","mts file","771","297.92","160","300"
"https://fileinfo.com/extension/mdf","mdf","MDF File - What is an .mdf file and how do I open it?",".mdf file","768","57.15","123","600"
"https://fileinfo.com/extension/pkg","pkg","PKG File - What is a .pkg file and how do I open it?","pkg file","765","24.15","91","700"
"https://fileinfo.com/extension/nwdb","nwdb","NWDB File Extension","nwdb","757","1198.43","8","8900"
"https://fileinfo.com/extension/a","a","A File - What is an .a file and how do I open it? - FileInfo.com",".a file","756","937.01","18","800"
"https://fileinfo.com/extension/sdf","sdf","SDF File - What is an .sdf file and how do I open it?","sdf file","750","12.84","48","500"
"https://fileinfo.com/extension/m3u8","m3u8","M3U8 File Extension","m3u8","741","199.92","80","4600"
"https://fileinfo.com/extension/srt","srt","SRT File Extension","how to open srt file","736","107.85","302","3800"
"https://fileinfo.com/extension/tgz","tgz","TGZ File - What is a .tgz file and how do I open it?",".tgz","732","65.06","123","600"
"https://fileinfo.com/extension/p7s","p7s","How to open a P7S file","p7s file","725","105.89","59","400"
"https://fileinfo.com/extension/cmd","cmd","CMD File - What is a .cmd file and how do I open it?",".cmd file","723","0.3","305","350"
"https://fileinfo.com/extension/vbs","vbs","VBS File - What is a .vbs file and how do I open it?",".vbs file","718","13.35","101","600"
"https://fileinfo.com/extension/potx","potx","POTX File - What is a .potx file and how do I open it?",".potx file","713","1.98","56","450"
"https://fileinfo.com/extension/xz","xz","XZ File Extension",".xz file","703","87.84","87","450"
"https://fileinfo.com/extension/img","img","IMG File - What is an .img file and how do I open it?","img.file","701","16.69","203","300"
"https://fileinfo.com/extension/obj","obj","OBJ File Extension - FileInfo.com","obj file","696","198.11","237","300"
"https://fileinfo.com/extension/docm","docm","DOCM File - Microsoft Word Macro-enabled Document","docm","691","144.61","43","900"
"https://fileinfo.com/extension/oft","oft","OFT File - What is an .oft file and how do I open it?",".oft file","690","75.87","71","450"
"https://fileinfo.com/extension/mxf","mxf","MXF File - What is an .mxf file and how do I open it?","mxf file","685","512.95","116","1300"
"https://fileinfo.com/extension/dst","dst","DST File - What is a .dst file and how do I open it?","dst file","683","424.27","120","1600"
"https://fileinfo.com/extension/pl","pl","PL File - What is a .pl file and how do I open it?",".pl file","679","0.36","74","250"
"https://fileinfo.com/extension/xd","xd","XD File - What is an .xd file and how do I open it?",".xd file","665","486.43","120","250"
"https://fileinfo.com/extension/ink","ink","INK File - What is an .ink file and how do I open it?","ink file","662","1030.42","67","2000"
"https://fileinfo.com/extension/wux","wux","What is a .wux file and how do I open it?","wux file","655","0.4","62","400"
"https://fileinfo.com/extension/part","part","PART File - What is a .part file and how do I open it?","part file","652","3.7","96","500"
"https://fileinfo.com/extension/1","1","1 File - What is a .1 file and how do I open it? - FileInfo.com","how to open 1 file","644","10.38","20","300"
"https://fileinfo.com/extension/shx","shx","SHX File Extension - FileInfo.com","shx file","636","308.17","54","350"
"https://fileinfo.com/extension/conf","conf","CONF File Extension",".conf","635","0.56","42","900"
"https://fileinfo.com/extension/dot","dot","DOT File - What is a .dot file and how do I open it? - FileInfo.com","how to open dot file","623","75.49","80","100"
"https://fileinfo.com/extension/apkg","apkg","APKG File - Exported Anki Flashcard Deck","apkg","622","4.67","32","600"
"https://fileinfo.com/extension/pkl","pkl","PKL File - What is a .pkl file and how do I open it?","pkl file","606","0.13","40","150"
"https://fileinfo.com/extension/pes","pes","What is a .pes file and how do I open it? - FileInfo.com","pes file","606","106.49","140","700"
"https://fileinfo.com/extension/xml","xml","XML File - What is an .xml file and how do I open it?","xml file type","596","293.95","298","600"
"https://fileinfo.com/extension/dmp","dmp","DMP File - What is a .dmp file and how do I open it?","dmp file","593","545.66","180","1000"
"https://fileinfo.com/extension/mdb","mdb","MDB File - What is an .mdb file and how do I open it?","mdb.file","593","330.05","166","500"
"https://fileinfo.com/extension/wav","wav","WAV File Extension",".wav extension","585","74.05","309","100"
"https://fileinfo.com/extension/ova","ova","OVA File - What is an .ova file and how do I open it?",".ova file","584","14.7","104","800"
"https://fileinfo.com/extension/lock","lock","LOCK File - What is a .lock file and how do I open it?","lock file","583","115.62","98","600"
"https://fileinfo.com/extension/dav","dav","DAV File Extension","dav file","579","7.22","82","400"
"https://fileinfo.com/extension/skp","skp","SKP File - What is an .skp file and how do I open it?","skp","573","561.85","132","600"
"https://fileinfo.com/extension/inp","inp","INP File - What is an .inp file and how do I open it? - FileInfo.com","how to open inp file","572","45.3","96","350"
"https://fileinfo.com/extension/pmd","pmd","PMD File Extension - FileInfo.com","pmd file","569","31.19","88","400"
"https://fileinfo.com/extension/nc","nc","NC File Extension",".nc file","561","768.29","60","500"
"https://fileinfo.com/extension/rvz","rvz","What is an .rvz file and how do I open it?","rvz file","557","0","93","500"
"https://fileinfo.com/extension/ps1","ps1","What is a .ps1 file and how do I open it?","ps1 file","553","19.02","119","100"
"https://fileinfo.com/extension/ino","ino","INO File - What is an .ino file and how do I open it?",".ino file","544","1.63","38","400"
"https://fileinfo.com/extension/dgn","dgn","DGN File Extension",".dgn file","541","234.8","80","150"
"https://fileinfo.com/extension/max","max","MAX File - What is a .max file and how do I open it?","max file","536","181.6","164","300"
"https://fileinfo.com/extension/sav","sav","What is a .sav file and how do I open it?","how to open .sav files","533","35.72","115","300"
"https://fileinfo.com/extension/ct","ct","CT File - What is a .ct file and how do I open it?","ct file","528","182.63","76","300"
"https://fileinfo.com/extension/uif","uif","UIF File - What is a .uif file and how do I open it?","uif-file","526","705.38","31","300"
"https://fileinfo.com/extension/ipa","ipa","IPA File - What is an .ipa file and how do I open it?","ipa file","525","130.54","293","1300"
"https://fileinfo.com/extension/cshtml","cshtml","CSHTML File Extension - FileInfo.com","cshtml","524","0","14","600"
"https://fileinfo.com/extension/xlsb","xlsb","XLSB File - Microsoft Excel Binary Spreadsheet","xlsb","520","78.5","123","1200"
"https://fileinfo.com/extension/url","url","URL File - What is a .url file and how do I open it?","url file","520","89.66","114","150"
"https://fileinfo.com/extension/c","c","C File - What is a .c file and how do I open it?","c extension","519","158.18","209","500"
"https://fileinfo.com/extension/cr3","cr3","CR3 File Extension - FileInfo.com",".cr3","517","23.73","59","200"
"https://fileinfo.com/extension/ipt","ipt","IPT File - What is an .ipt file and how do I open it?",".ipt file","514","478.82","54","450"
"https://fileinfo.com/extension/mod","mod","MOD File - What is a .mod file and how do I open it?","mod file","512","222.2","150","350"
"https://fileinfo.com/extension/md5","md5","MD5 File - What is an .md5 file and how do I open it?","md5 file","512","0.2","68","600"
"https://fileinfo.com/extension/cr","cr","CR File - What is a .cr file and how do I open it?","cr file","508","90.37","17","800"
"https://fileinfo.com/extension/cap","cap","CAP File - What is a .cap file and how do I open it? - FileInfo.com",".cap file","506","27.76","59","300"
"https://fileinfo.com/extension/pkpass","pkpass","PKPASS File Extension","passbook files","500","58.96","70","350"
"https://fileinfo.com/extension/jwpub","jwpub","What is a .jwpub file and how do I open it?","jwpub","496","9.82","55","1100"
"https://fileinfo.com/extension/tiff","tiff","TIFF File Extension","opening tiff file","490","454.21","269","200"
"https://fileinfo.com/extension/jsp","jsp","JSP File Extension","jsp file","485","7.49","104","600"
"https://fileinfo.com/extension/lrv","lrv","LRV File Extension","lrv file","483","0.08","99","350"
"https://fileinfo.com/extension/psb","psb","What is a .psb file and how do I open it?","psb file","483","6.18","53","800"
"https://fileinfo.com/extension/jnlp","jnlp","JNLP File - What is a .jnlp file and how do I open it?","jnlp file","481","155.63","77","1000"
"https://fileinfo.com/extension/ged","ged","GED File - What is a .ged file and how do I open it?","open a ged file","478","490.38","102","90"
"https://fileinfo.com/extension/jpf","jpf","JPF File - What is a .jpf file and how do I open it?","jpf","476","4.3","37","500"
"https://fileinfo.com/extension/numbers","numbers","NUMBERS File Extension",".numbers file","476","121.18","166","1600"
"https://fileinfo.com/extension/fig","fig","FIG File - What is a .fig file and how do I open it?","fig file","469","18.7","55","200"
"https://fileinfo.com/extension/mdi","mdi","MDI File Extension - FileInfo.com","opening mdi file","460","105.67","52","300"
"https://fileinfo.com/extension/sat","sat","SAT File - What is a .sat file and how do I open it?","sat file","455","87.69","37","300"
"https://fileinfo.com/extension/h5","h5","H5 File Extension",".h5 files","455","0.64","35","700"
"https://fileinfo.com/extension/3dm","3dm","3DM File Extension","3dm file","454","32.13","38","400"
"https://fileinfo.com/extension/cia","cia","CIA File - What is a .cia file and how do I open it? - FileInfo.com","cia file","453","0","211","600"
"https://fileinfo.com/extension/dwf","dwf","DWF File - What is a .dwf file and how do I open it?","dwf file","452","364.8","103","700"
"https://fileinfo.com/extension/gpg","gpg","GPG File - What is a .gpg file and how do I open it?","gpg file","451","66.67","46","350"
"https://fileinfo.com/extension/lst","lst","LST File Extension","lst file","450","29.85","31","400"
"https://fileinfo.com/extension/map","map","MAP File - What is a .map file and how do I open it?","map file","448","325.79","54","400"
"https://fileinfo.com/extension/otf","otf","OTF File - What is an .otf file and how do I open it?","what is otf file","448","73.63","118","100"
"https://fileinfo.com/extension/nfo","nfo","NFO File Extension","nfo. file","446","6.77","64","500"
"https://fileinfo.com/extension/blend","blend","BLEND File Extension",".blend file","445","151.9","70","500"
"https://fileinfo.com/extension/stl","stl","STL File - What is an .stl file and how do I open it?","how to open stl files","444","178.01","383","250"
"https://fileinfo.com/extension/cab","cab","CAB File Extension","cab file","440","69.33","124","600"
"https://fileinfo.com/extension/pptm","pptm","What is a .pptm file and how do I open it? - FileInfo.com","how to open pptm file","440","6.5","39","100"
"https://fileinfo.com/extension/vdf","vdf","VDF File - What is a .vdf file and how do I open it?","vdf file","437","39.76","21","300"
"https://fileinfo.com/extension/dll","dll","DLL File Extension","file extension dll","436","114.36","280","200"
"https://fileinfo.com/extension/vsd","vsd","VSD File Extension","opening.vsd files","434","1106.48","144","250"
"https://fileinfo.com/extension/pac","pac","PAC File - What is a .pac file and how do I open it?","what pac files","433","8.91","53","9100"
"https://fileinfo.com/extension/sig","sig","SIG File Extension",".sig file","433","94.94","44","300"
"https://fileinfo.com/extension/dxf","dxf","DXF File Extension","what is a dxf file","432","332.66","175","1600"
"https://fileinfo.com/extension/wastickers","wastickers","What is a .wastickers file and how do I open it? - FileInfo.com","how to open wastickers file","432","7.29","28","250"
"https://fileinfo.com/extension/vhd","vhd","VHD File Extension","what is .vhd","429","409.32","83","300"
"https://fileinfo.com/extension/voc","voc","VOC File - What is a .voc file and how do I open it? - FileInfo.com","open.voc files","428","640","39","200"
"https://fileinfo.com/extension/cue","cue","CUE File - What is a .cue file and how do I open it?","cue-file","426","0.38","40","300"
"https://fileinfo.com/extension/m","m","M File Extension - FileInfo.com",".m file","425","958.58","61","700"
"https://fileinfo.com/extension/z01","z01","What is a .z01 file and how do I open it?","z01","424","59.36","20","800"
"https://fileinfo.com/extension/one","one","ONE File - What is an .one file and how do I open it?",".one files","422","46.01","117","150"
"https://fileinfo.com/extension/m4b","m4b","M4B File - What is an .m4b file and how do I open it?","m4b file","422","89.61","78","800"
"https://fileinfo.com/extension/dotx","dotx","DOTX File - Microsoft Word Template - FileInfo.com",".dotx vs .docx","419","22.52","49","100"
"https://fileinfo.com/extension/deb","deb","DEB File - What is a .deb file and how do I open it?",".deb","419","113.29","174","300"
"https://fileinfo.com/extension/vce","vce","VCE File - What is a .vce file and how do I open it?","vce file","419","809.99","111","150"
"https://fileinfo.com/extension/iml","iml","What is an .iml file and how do I open it?",".iml file","418","3.09","44","450"
"https://fileinfo.com/extension/h264","h264","What is an .h264 file and how do I open it?","h264 format","417","313.44","203","250"
"https://fileinfo.com/extension/wpd","wpd","WPD File - What is a .wpd file and how do I open it?",".wpd","415","68.9","145","450"
"https://fileinfo.com/extension/sln","sln","SLN File - What is an .sln file and how do I open it?",".sln","413","109.23","45","600"
"https://fileinfo.com/extension/ckpt","ckpt","CKPT File - PyTorch Lightning Checkpoint","ckpt file","411","0","18","600"
"https://fileinfo.com/extension/class","class","CLASS File Extension - FileInfo.com","how to open .class file","401","38.75","135","90"
"https://fileinfo.com/extension/xwm","xwm","XWM File - What is an .xwm file and how do I open it?","xwm","400","0","16","900"
"https://fileinfo.com/extension/vid","vid","VID File - What is a .vid file and how do I open it?","vid viewer","399","242.09","59","500"
"https://fileinfo.com/extension/hbs","hbs","HBS File Extension","hbs file","395","102.63","22","200"
"https://fileinfo.com/extension/aif","aif","AIF File - What is a .aif file and how do I open it?","aif file","395","65.12","57","500"
"https://fileinfo.com/extension/ppsx","ppsx","What is a .ppsx file and how do I open it?","ppsx","393","48.78","63","900"
"https://fileinfo.com/extension/wmv","wmv","WMV File Extension","wmv-file","390","86.37","269","300"
